CREATE_FOLDER_____,CREATE_THREAD_____,DEVICE_ACCESS_____,FS_ACCESS____,FS_ACCESS(CREATE)____,FS_ACCESS(READ)____,__arm_nr_set_tls,_llseek,access,clock_gettime,clone,close,epoll_wait,fcntl64,fstat64,getpid,getpriority,gettid,gettimeofday,getuid32,ioctl,lseek,lstat64,madvise,mkdir,mmap2,mprotect,munmap,open,prctl,pread64,pwrite64,read,recvfrom,setpriority,sigaltstack,sigprocmask,stat64,write,writev,Class
3,10,2,5,3,10,10,6,12,211,10,26,18,6,17,25,25,24,6,36,65,10,7,52,3,63,93,33,32,92,26,0,598,1,7,12,42,33,52,12,2
3,9,2,21,5,16,9,6,18,793,9,53,86,51,37,90,48,23,42,103,278,10,3,127,3,151,158,89,53,126,54,23,649,185,6,10,252,33,211,21,1
2,13,2,22,2,26,13,6,5,1770,13,109,306,20,54,256,111,29,22,262,614,10,3,129,2,249,449,180,60,107,139,0,692,245,10,16,553,49,323,51,1
3,17,2,21,3,25,17,6,11,350,17,65,45,10,53,60,56,32,174,69,198,8,7,109,3,114,182,40,59,101,18,0,55,39,14,21,100,27,101,21,0
3,18,12,46,11,15,18,6,57,1670,18,98,530,268,150,100,59,40,182,143,324,8,3,121,3,152,315,76,92,100,103,77,225,761,15,23,306,91,298,20,4
3,9,2,16,3,14,9,6,16,11457,9,62,2488,9,25,1465,39,23,14,1482,2330,8,8,96,3,129,125,70,48,91,51,0,646,3301,6,10,218,46,1134,23,2
6,81,78,149,20,297,86,103,236,1563,81,1045,208,484,457,216,210,320,500,215,1102,250,72,739,12,760,1003,311,605,202,92,92,1295,108,86,133,264,273,490,227,0
2,26,2,21,8,15,26,6,5,1300,26,450,520,54,33,85,55,64,65,98,369,8,3,134,8,162,228,92,54,108,31,0,236,731,23,40,119,19,309,282,1
5,35,24,46,23,729,35,6,44,38728,35,892,6302,364,817,1241,32,486,2066,1220,251,108,22,279,5,307,298,147,839,164,7,133,4589,1020,37,36,212,72,2421,27,3
3,9,2,3,3,8,9,6,8,57,9,20,13,5,10,15,18,23,4,29,54,8,5,36,3,58,51,28,26,91,24,0,19,0,6,10,41,21,37,3,2
0,8,2,3,1,8,8,6,3,52,8,18,3,5,6,9,49,21,7,25,79,8,3,30,0,34,67,3,22,91,2,0,16,0,5,8,0,15,96,3,3
3,11,2,8,3,16,11,32,10,1087,11,34,474,8,20,46,24,28,6,57,149,13,4,73,3,83,157,27,38,91,16,0,254,784,8,13,106,20,239,242,2
8,38,7,40,9,421,38,6,37,18229,38,498,4205,180,483,609,50,232,1236,595,377,32,15,220,8,271,322,123,490,125,77,45,3040,890,43,44,202,42,1800,59,0
3,14,2,15,3,14,14,6,16,3397,14,59,947,12,17,325,44,29,157846,335,816,8,4,123,3,124,122,61,44,96,33,0,462,1350,12,19,218,33,616,14,2
3,12,2,14,3,14,12,6,10,7698,12,47,1746,10,17,1000,42,28,6,1042,3056,8,5,96,3,130,225,59,43,96,46,0,458,2439,9,14,172,22,919,11,1
3,9,2,3,3,8,9,6,8,61,9,20,12,5,10,15,18,23,4,29,51,8,5,36,3,58,51,28,26,91,24,0,18,0,6,10,41,21,36,3,2
12,34,53,80,15,120,36,102,115,1884,34,238,193,244,174,160,67,78,1270,181,547,217,73,481,16,529,942,214,306,180,68,58,264,39,38,55,142,120,342,240,0
4,17,5,26,3,16,17,6,22,886,17,57,104,11,33,110,46,40,11,117,404,8,4,122,6,115,188,38,61,99,9,0,96,269,15,22,62,25,186,44,0
3,18,2,21,3,25,18,6,11,404,18,65,53,10,53,64,57,36,174,73,217,8,7,114,3,117,188,40,59,102,18,0,65,54,15,22,108,27,112,21,0
18,27,7,90,18,64,27,100,254,1243,27,264,66,269,382,93,65,61,302,114,293,14,59,224,23,189,534,106,248,123,78,105,301,29,35,40,142,142,282,90,4
4,43,6,44,5,34,45,6,44,2105,43,291,427,89,57,253,68,208,40,266,627,32,14,278,6,314,330,151,104,155,46,0,202,345,46,60,182,78,329,58,0
29,84,188,425,73,375,94,301,691,3093,84,1522,406,1932,1304,329,233,296,1650,359,2775,660,146,1434,48,1554,2900,564,1147,277,551,215,9931,185,91,127,309,723,1619,1659,3
3,11,2,16,2,15,11,6,73,2579,11,80,1017,36,38,394,125,58,19,435,1147,10,3,155,3,110,291,39,44,93,29,0,722,891,36,11,170,79,432,33,1
0,8,5,6,1,10,8,9,11,77,8,27,3,7,14,10,45,22,4,24,75,14,16,43,2,66,108,29,33,91,26,0,24,0,5,8,48,22,203,36,3
3,25,4,9,2,14,25,34,18,483,25,27,63,69,31,36,28,177,10,40,90,37,10,1164,3,1153,290,14,40,1172,9,0,93,0,26,26,21,19,96,30,2
9,21,29,48,10,226,24,63,98,302,21,394,68,54,66,62,62,53,84,140,353,129,56,320,12,318,770,103,340,126,11,0,365,0,19,33,34,163,250,35,3
2,12,2,4,2,10,12,6,23,86,12,22,29,5,9,36,42,28,19,53,205,10,39,47,2,44,138,5,27,94,1,0,597,2,11,13,1,30,81,3,1
4,37,13,36,3,684,37,6,23,61957,37,773,11290,95,722,7727,46,266,1182,7703,698,34,11,230,4,278,369,126,747,130,36,0,4035,1451,40,41,168,28,1770,37,2
8,44,198,334,92,572,44,6,597,14576,44,1313,2612,2445,1998,1770,157,283,2725,1697,2438,106,60,330,8,669,1006,510,1258,135,788,839,1655,836,47,52,623,721,810,153,4
3,22,2,4,3,10,22,6,14256,6027,22,46,64,12,51,69,55,54,61,28529,95373,10,23,392,3,79,217,13,48,104,6,0,614,16,26,24,2,65,143,33284,1
0,8,4,12,5,10,8,9,20,123,8,52,42,79,46,36,31,21,58,50,161,14,15,43,1,47,33,13,41,91,16,30,32,0,5,8,0,32,80,4,3
9,14,18,6,6,51,14,6,80,783,14,230,19,6,141,43,79,43,18,64,749,10,3,126,16,114,141,69,132,96,11,0,315,3,11,16,26,29,243,66,3
3,25,4,9,2,13,25,48,18,495,25,24,52,69,30,36,31,177,10,40,78,37,10,104,3,83,372,13,38,107,9,0,100,0,26,26,21,19,92,32,2
2,10,2,3,2,8,10,6,7,63,10,20,3,6,6,10,20,24,4,24,58,8,3,38,2,73,75,43,23,92,36,0,16,1,7,12,74,18,34,6,2
14,85,59,182,59,96,85,66,384,17418,85,518,1916,1248,940,1744,145,294,1050,1787,4837,32,84,656,19,569,998,360,488,260,361,655,1586,5053,113,106,519,386,1743,390,4
11,106,51,313,184,157,106,177,425,8650,106,9008,743,1344,959,598,235,285,668,807,2760,8,17,605,145,822,946,734,730,243,514,705,8296,323,103,196,886,588,1374,915,1
4,12,26,31,4,64,13,54,12,140,12,95,30,43,19,39,37,31,11,53,174,113,14,216,5,229,330,55,139,108,6,0,115,9,10,15,40,52,96,15,1
3,11,2,16,2,15,11,6,73,2558,11,78,1022,34,36,392,124,59,19,433,1150,10,3,166,3,110,248,39,44,93,29,0,721,883,36,11,170,79,431,17,1
4,23,2,20,3,61,23,18,13,1825,23,241,524,89,171,445,326,73,1270,555,2539,10,4,153,4,141,212,73,95,105,8,0,872,184,31,34,76,153,979,21,3
4,27,4,20,3,17,27,6,25,590,27,53,93,73,30,82,56,179,13,91,201,32,11,118,4,138,231,37,55,108,20,0,59,35,28,30,177,39,156,28,2
3,15,26,26,3,58,16,51,14,4749,15,95,1805,68,27,933,45,39,2662,991,2609,111,14,231,4,206,259,45,125,111,2,0,982,0,14,18,3,41,963,307,1
3,9,2,3,3,8,9,6,12,59,9,22,12,5,14,14,18,23,6,29,52,8,7,36,3,58,54,28,28,91,24,0,18,0,6,10,41,25,38,3,2
0,8,4,12,5,10,8,9,20,111,8,48,35,79,46,30,29,21,58,44,146,14,15,44,1,45,31,11,41,91,16,30,31,0,5,8,0,32,81,4,3
3,10,3,17,7,12,10,6,17,65,10,41,4,98,54,19,20,24,70,26,52,8,3,55,3,53,1672,5,48,96,18,36,21,1,7,10,0,33,39,13,0
3,13,2,9,3,16,13,6,8,228,13,47,87,6,26,69,51,33,18,84,180,10,4,78,3,78,169,18,40,95,5,0,631,24,14,15,31,74,128,18,1
13,35,99,272,98,49,35,15,444,216044,35,609,100697,2078,1203,100738,122,79,3063,100765,5304,8,37,347,27,401,1175,297,571,150,539,1356,473,5048,39,47,326,556,3995,173,4
6,43,11,34,4,689,43,27,30,25199,43,767,4592,101,719,3051,71,303,481,3034,659,35,14,230,6,247,261,75,753,126,21,1,2364,573,51,45,368,51,1147,51,1
3,10,2,5,3,10,10,6,12,211,10,26,18,6,17,25,25,24,6,36,64,10,7,52,3,63,92,33,32,92,26,0,600,1,7,12,42,33,52,11,2
13,50,56,81,11,174,52,102,117,68159,50,319,12429,323,210,8192,80,403,386,8188,19260,293,63,560,16,618,902,209,369,162,70,19,5414,16015,54,60,319,142,8132,71,1
6,16,26,38,4,64,17,54,19,22743,16,125,1514,50,25,1498,150,68,37,1514,1618,113,17,923,8,756,747,566,147,599,21,0,1163,1694,45,20,73,74,726,122,3
3,120,3,113,3,548,120,6,27,1315,120,1024,56,437,1987,154,152,242,373,166,1494,8,6,588,3,368,389,116,678,202,1,0,1118,36,117,158,38,62,102,553,1
3,10,2,5,3,10,10,6,12,210,10,26,17,6,17,25,25,24,6,36,70,10,7,51,3,63,87,33,32,92,26,0,598,1,7,12,42,33,51,12,2
2,10,2,15,2,14,10,6,7,1249,10,57,503,12,14,84,41,27,6,94,215,8,3,82,2,127,120,65,41,92,49,0,221,799,7,11,204,24,284,15,2
5,58,8,51,3,30,58,6,104,13888,58,81,1614,84,93,1230,82,249,11200,1232,4243,32,23,268,5,373,773,266,117,148,156,0,7533,4475,81,89,649,46,1699,84,4
6,33,32,99,28,38,33,6,160,2086,33,274,261,787,391,219,85,194,531,203,616,32,19,217,6,274,482,165,218,119,233,329,342,201,37,39,355,219,401,158,4
2,10,3,12,2,30,10,6,5,1239,10,64,547,23,65,91,26,24,21,106,214,8,3,67,2,79,161,25,55,90,15,0,263,799,7,12,73,21,266,101,2
7,35,6,38,6,511,35,8,27,5215,35,573,956,89,525,448,52,244,324,411,226,32,16,179,7,215,297,62,573,118,24,1,1361,49,37,38,126,41,402,42,0
5,36,25,46,24,712,36,6,44,41990,36,877,6982,367,800,1686,32,498,2089,1664,234,108,25,278,5,310,310,149,824,166,6,136,4616,996,38,37,208,72,2464,22,3
0,10,2,15,1,14,10,6,5,7614,10,44,1727,10,14,990,29,26,5,1031,2948,8,3,86,0,102,168,34,40,94,25,0,454,2423,7,10,132,15,894,10,1
11,54,35,59,36,1176,54,6,73,38073,54,1415,5798,512,1332,2199,63,912,2096,2154,688,136,17,522,11,602,591,376,1335,355,83,228,4327,1364,65,60,273,131,1601,142,4
3,11,10,55,15,11,11,6,97,68,11,126,34,399,251,31,34,27,378,59,187,10,3,47,3,61,125,27,99,97,125,44,603,32,8,14,7,135,72,3,1
3,9,2,3,3,8,9,6,12,73,9,22,12,5,14,15,18,23,6,29,55,8,7,36,3,65,59,35,28,91,31,0,18,0,6,10,61,25,38,3,2
3,25,4,9,2,14,25,34,18,488,25,27,69,69,31,36,28,177,10,40,87,37,10,1146,3,1141,300,14,40,1160,9,0,100,0,26,26,21,19,101,29,2
3,21,2,4,3,10,21,6,22,5174,21,41,62,40,34,68,54,52,37,34502,97962,10,11,327,3,75,224,12,36,103,5,0,612,23,25,23,6,53,120,29690,1
3,19,2,15,3,45,19,6,10,2211,19,89,889,32,118,253,35,36,669,261,194,8,4,93,3,122,200,45,74,99,31,0,470,771,16,22,201,22,442,28,2
3,10,2,8,3,16,10,32,10,1092,10,34,490,8,20,44,23,24,6,55,143,13,4,74,3,82,155,29,38,92,16,0,253,780,7,12,107,20,234,66,2
2,12,2,17,2,15,12,6,7,10025,12,45,1286,8,17,900,37,26,16,901,3925,8,3,92,2,110,140,39,44,96,25,0,874,3437,9,14,93,18,1316,42,1
3,9,2,3,3,8,9,6,12,58,9,22,12,5,14,15,18,23,6,29,52,8,7,37,3,58,54,28,28,91,24,0,18,0,6,10,41,25,38,3,2
20,110,84,151,34,972,111,357,187,32743,110,1417,5543,672,1419,3634,218,487,1283,3626,2222,207,51,699,22,782,1644,429,1295,234,145,206,3840,1491,126,164,520,252,1947,354,4
21,132,64,366,96,1526,132,123,902,174479,132,2403,28641,2552,3451,14387,265,931,3865,14317,16002,106,160,935,25,1064,1464,815,2219,409,885,562,38626,54509,148,202,846,910,27097,299,4
2,12,2,15,2,14,12,6,7,9618,12,50,1239,11,14,876,49,31,8,893,3792,8,3,90,2,112,109,46,41,96,27,0,835,3289,9,15,96,22,1282,20,1
5,82,47,111,15,924,82,6,144,39286,82,1288,7112,553,1244,5611,273,345,791,5560,1744,34,16,483,5,611,649,403,1118,176,265,99,3195,560,87,117,1037,233,1391,152,0
3,10,2,5,3,10,10,6,12,211,10,26,18,6,17,25,25,24,6,36,73,10,7,52,3,63,92,33,32,92,26,0,598,1,7,12,42,33,52,12,2
13,81,47,88,59,1685,81,6,187,157802,81,2163,8350,720,2091,3431,107,1114,36838,3376,110278,108,94,1123,15,514,501,318,1925,223,62,297,6388,3414,86,116,287,206,3049,324,0
5,25,6,48,11,32,27,6,58,1123,25,236,209,135,120,157,98,55,285,164,579,8,13,216,7,230,274,96,115,111,59,30,106,292,25,37,261,89,284,39,0
3,10,2,16,2,15,10,6,75,2527,10,79,1018,35,37,389,128,56,19,430,1130,10,3,159,3,107,265,39,44,92,29,0,721,870,36,10,170,81,434,34,1
28,67,69,198,42,71,70,366,326,7726,67,657,712,1159,794,697,134,213,1561,659,2092,39,29,651,53,805,1227,434,432,328,508,699,792,1637,77,106,897,354,3606,509,4
5,41,21,50,4,962,41,150,22,170832,41,1092,28103,98,1100,26713,53,289,825,26703,894,40,13,306,5,301,406,141,1059,151,19,1,5356,403,43,47,207,52,1768,166,2
0,59,13,60,13,46,60,15,186,978,59,289,135,398,273,156,116,226,346,133,534,37,67,280,3,246,421,106,149,150,73,60,709,7,62,83,39,194,309,926,3
4,38,3,15,3,17,38,6,58,5769,38,71,1626,20,40,885,82,67,36,898,1850,8,15,183,4,199,1934,105,57,124,29,0,356,1260,36,57,154,69,753,91,0
7,11,2,10,3,15,11,6,8,228,11,36,22,9,12,36,52,31,11,47,117,8,5,85,10,110,212,54,38,94,43,0,29,10,8,12,100,29,102,58,1
0,8,37,45,5,10,8,9,86,144,8,124,51,310,211,40,32,21,191,55,338,14,15,44,1,83,57,49,107,91,82,30,37,0,5,8,0,98,93,4,3
4,11,6,45,10,15,11,6,91,1245,11,97,72,194,137,79,60,25,278,90,370,8,80,96,4,203,362,136,86,95,180,26,40,65,8,12,332,78,142,23,0
2,11,2,15,2,14,11,6,7,1346,11,57,533,12,14,94,43,31,6,104,251,8,3,85,2,130,121,65,41,93,49,0,229,825,8,12,192,24,301,15,2
7,77,25,62,14,692,77,6,120,19161,77,900,3614,306,884,1336,140,398,1065,1347,1313,106,42,424,7,476,525,303,827,179,94,59,2796,822,83,116,605,186,1532,207,0
5,36,24,47,23,748,36,6,44,40357,36,910,6544,360,836,1418,32,492,2068,1396,272,108,25,284,5,313,301,153,859,165,7,131,4721,1039,38,37,212,73,2496,31,3
10,65,180,122,15,66,65,206,319,8728,65,571,865,861,754,796,176,284,1376,775,2726,54,26,438,11,658,1558,503,489,165,404,293,1374,1784,114,89,720,305,1215,1483,3
3,13,2,12,2,18,13,6,6,111,13,35,39,6,8,45,46,31,4,56,167,8,3,87,3,97,1115,19,42,96,7,0,35,16,10,13,16,31,97,13,3
2,17,1,42,3,2,4,3,1,1428,17,46,251,0,1,184,619,19,43,233,1652,2,0,27,2,63,82,48,50,5,45,0,327,380,8,4,115,20,1418,5,2
2,24,3,9,2,15,24,6,33,920,24,33,470,7,7,36,41,40,10,52,174,10,3,111,2,119,146,61,37,106,11,0,785,732,21,38,82,50,237,27,1
4,46,12,35,3,696,46,32,60,80613,46,789,14480,95,760,10768,72,274,1186,10761,916,39,28,298,4,299,360,151,774,140,33,0,4255,1587,49,60,159,67,1970,126,2
3,10,2,16,3,16,10,32,10,1031,10,42,440,8,28,43,23,24,6,54,139,13,4,81,3,88,157,27,46,90,16,0,252,776,7,12,147,20,235,178,2
0,12,3,5,1,12,12,12,25,63,12,26,3,13,14,20,19,27,13,23,76,14,21,66,0,61,134,27,30,104,4,0,32,0,9,16,4,25,30,14,3
5,40,16,52,12,834,40,6,46,32448,40,960,4098,257,809,2117,93,541,1850,2074,2595,86,34,226,5,243,317,89,931,123,27,51,3062,2996,44,45,234,87,1162,243,3
6,37,16,86,19,598,37,6,135,6612,37,771,1259,588,883,452,47,268,747,453,331,86,16,206,6,254,301,104,735,124,165,57,2259,107,39,40,126,178,537,46,1
7,12,3,17,10,15,12,6,49,39912,12,154,21029,36,34,15947,443,32,45,15820,1341,8,6,207,7,399,511,325,61,94,284,0,104,463,9,14,645,115,1018,101,4
0,35,14,26,5,20,35,9,73,676,35,88,121,229,121,88,45,197,129,92,293,15,26,128,0,135,218,47,77,125,33,30,95,3,37,41,22,71,112,35,3
12,78,213,333,43,1202,88,390,285,17961,78,1927,3395,1071,1372,688,170,364,1399,760,1187,915,117,1590,24,1721,3024,533,1862,286,234,84,3660,47,90,119,263,429,1992,254,3
2,9,2,8,2,14,9,6,7,8507,9,31,2004,7,7,1157,102,23,5,1201,2950,8,3,62,2,88,167,35,34,91,25,0,520,2597,6,10,177,16,1144,8,4
2,25,3,9,2,15,25,6,33,956,25,33,501,7,7,36,43,44,10,52,165,10,3,115,2,122,147,61,37,107,11,0,786,732,22,39,82,50,241,28,1
0,10,7,10,2,9,10,6,23,29,10,31,12,63,48,15,17,25,51,34,81,8,3,35,0,48,142,15,37,92,26,0,18,0,8,11,5,36,30,14,4
3,12,2,5,3,10,12,6,17,215,12,27,22,6,19,27,33,26,6,40,87,10,8,60,3,70,86,39,33,95,26,0,600,1,9,16,44,43,67,37,2
2,13,3,9,2,15,13,6,5,442,13,35,99,10,11,85,38,27,6,99,187,8,3,89,2,89,183,33,37,93,16,0,47,72,10,17,36,23,103,153,2
2,11,3,8,2,14,11,6,9,2003,11,33,847,8,7,239,26,25,588,254,152,8,3,65,2,98,123,42,35,91,31,0,404,768,8,13,200,21,431,7,2
11,27,12,333,79,48,27,81,582,48558,27,517,605,2685,1416,637,66,84,1209,654,2212,13,26,319,12,221,1348,121,511,128,663,734,778,2811,55,35,192,593,777,145,4
4,18,3,80,15,64,24,6,47,427,18,509,51,140,106,65,70,47,135,79,235,8,3,316,10,333,360,111,171,101,67,37,116,52,15,30,147,52,147,57,0
9,24,46,45,3,79,25,61,97,2177,24,182,676,67,142,182,67,48,82,191,595,138,31,343,16,324,448,115,203,120,47,0,573,972,22,32,144,67,436,39,3
5,41,21,46,4,818,41,42,22,142592,41,941,24336,96,953,20062,55,290,1617,20055,893,40,13,324,5,300,420,141,911,150,19,1,6722,1109,43,47,223,48,3157,275,2
4,18,36,171,70,74,18,180,302,1819,18,370,169,1318,677,155,61,59,561,485,688,8,12,474,4,758,504,694,369,429,510,986,163,110,18,25,997,589,135,91,4
24,27,64,94,14,134,29,209,190,916,27,268,63,317,268,74,59,77,560,92,604,232,91,530,25,490,808,164,336,152,75,74,389,13,42,38,38,162,176,350,3
9,78,7,92,14,566,80,788,163,2964,78,1022,277,253,1514,225,204,101,256,235,34025,40,38,784,12,480,800,332,712,180,58,1,52987,244,69,144,238,157,364,1200,3
10,42,8,45,6,667,42,36,47,10796,42,741,2017,225,734,734,49,291,838,715,179,89,27,243,15,248,341,79,743,133,11,15,2074,31,48,45,48,63,674,86,0
3,9,2,3,3,8,9,6,12,59,9,22,12,5,14,15,18,23,6,29,50,8,7,36,3,58,55,28,28,91,24,0,18,0,6,10,41,25,38,3,2
22,52,192,1446,122,3510,58,116,907,3432,52,5816,363,4159,5796,354,232,134,1840,497,1950,16,42,492,56,716,1338,444,5336,138,999,1582,5875,84,77,82,375,981,1261,79,4
2,13,2,22,2,26,13,6,5,1831,13,111,313,22,56,261,110,29,22,267,615,10,3,126,2,249,440,180,60,107,139,0,692,252,10,16,553,49,323,52,1
6,49,13,54,11,801,49,6,55,8808,49,925,1697,237,880,595,90,443,591,562,523,108,18,260,6,294,382,106,900,144,26,32,2873,255,51,55,157,105,822,52,1
3,11,3,5,2,10,11,7,7,410,11,27,24,10,21,31,26,26,94,43,147,8,3,41,3,41,156,2,33,93,1,0,31,1,8,11,4,17,347,14,3
29,89,158,280,42,562,99,301,393,2508,89,1783,283,806,616,290,233,337,653,300,2124,677,335,1454,49,1494,2954,501,1127,283,160,185,10418,166,94,137,314,328,1635,1620,3
4,20,3,27,6,31,22,6,31,466,20,189,51,23,46,63,54,44,27,73,203,8,12,173,6,215,261,96,84,106,47,0,64,31,20,29,208,44,120,21,0
5,42,21,45,4,765,42,42,22,132345,42,887,22517,96,901,18353,56,294,1612,18346,893,40,13,320,5,298,424,135,857,146,19,1,6577,1118,44,48,206,48,3112,271,2
29,85,188,425,73,375,95,301,691,2851,85,1523,405,1933,1305,330,236,300,1650,360,2712,660,146,1450,48,1559,2884,566,1147,280,551,215,9940,177,92,128,309,723,1625,1652,3
0,8,2,4,1,9,8,6,3,15,8,19,3,5,6,9,15,21,3,19,32,10,3,29,0,32,56,2,24,90,1,0,591,0,5,8,0,11,28,4,1
5,14,4,38,12,16,14,6,39,2278,14,106,503,190,110,337,100,40,143,351,820,8,6,97,5,177,282,103,80,96,121,79,153,467,13,16,254,95,432,64,2
2,14,3,13,2,35,14,6,9,1194,14,70,495,24,80,57,33,28,22,68,204,8,3,79,2,110,181,48,61,96,32,0,257,770,11,17,238,25,250,10,2
8,53,29,110,36,1330,53,6,146,197395,53,1622,38608,801,1640,33414,115,704,2374,33362,2340,218,22,400,11,552,533,366,1537,204,235,247,5981,1689,62,64,842,204,3242,169,1
6,34,9,27,9,19,34,6,52,924,34,74,131,204,92,118,60,192,116,104,231,32,11,149,8,166,301,69,78,119,52,60,73,56,37,42,88,54,173,166,3
11,45,31,67,10,716,46,109,86,28137,45,816,5352,257,791,593,54,283,382,577,297,198,52,385,14,437,776,160,857,150,61,6,3492,25,52,54,244,103,2094,94,0
17,185,150,233,56,3012,186,54,350,59229,185,3711,10254,1362,3721,6433,425,892,2290,6315,5333,243,92,1254,29,1195,1159,765,3556,321,448,559,10866,1789,236,281,1223,484,3098,309,4
2,15,3,13,2,35,15,6,9,2149,15,70,862,24,80,252,36,29,612,263,192,8,3,81,2,110,181,45,61,95,31,0,448,770,12,18,201,25,444,10,2
10,31,35,107,31,24,31,6,195,13974,31,306,4447,716,442,3109,159,63,1229,3147,2447,8,12,431,23,584,483,485,226,312,341,301,816,2695,31,49,553,263,1386,107,4
6,35,7,35,5,555,35,32,46,19056,35,623,4295,213,614,782,47,260,1160,768,282,111,13,188,6,204,272,58,621,118,15,6,3273,828,38,36,107,70,1875,70,2
3,9,2,3,3,8,9,6,12,53,9,22,12,5,14,15,18,23,6,29,49,8,7,37,3,58,53,28,28,91,24,0,18,0,6,10,41,25,38,3,2
5,16,12,34,11,21,16,6,61,2294,16,100,538,189,155,415,63,35,180,423,677,8,5,121,5,161,234,92,91,105,143,53,135,376,15,20,244,69,293,63,0
2,13,3,9,2,15,13,6,5,1234,13,37,559,11,11,91,29,27,6,106,185,8,3,77,2,90,156,27,37,95,15,0,228,796,10,15,73,21,264,149,2
8,45,17,47,7,51,45,44,161,3921,45,233,987,215,306,657,231,85,212,669,1227,13,32,341,8,307,690,180,156,140,116,24,260,320,47,62,643,142,605,231,1
6,38,17,45,5,778,38,154,39,133722,38,889,23093,92,883,19340,53,273,1259,19331,372,39,20,307,6,274,454,116,865,140,17,1,4847,792,40,42,239,72,2001,145,2
4,37,13,36,3,684,37,6,23,158807,37,773,27305,95,722,23564,46,266,1207,23540,1429,34,11,241,4,279,352,127,747,131,36,0,4235,2710,40,41,243,28,1906,50,2
3,18,2,21,3,25,18,6,11,380,18,65,49,10,53,63,57,36,174,72,214,8,7,110,3,117,185,40,59,102,18,0,57,50,15,22,82,27,108,22,0
4,15,2,10,3,17,15,6,15,472,15,40,57,13,16,60,40,34,46,82,161,10,5,119,4,216,543,143,43,110,114,0,203,28,16,18,281,28,73,52,4
8,26,3,27,9,30,26,6,52,543,26,109,57,120,144,72,48,54,130,77,280,8,15,144,11,172,260,101,87,112,64,45,102,33,29,40,168,59,93,61,0
6,39,17,44,5,762,39,154,39,110526,39,873,19414,91,868,15391,55,281,1261,15381,394,39,20,299,6,275,461,113,848,139,17,1,4915,799,41,43,219,72,2081,129,2
3,12,2,5,3,10,12,6,17,210,12,27,17,6,19,25,27,26,6,38,74,10,8,57,3,69,88,39,33,94,26,0,597,1,9,16,44,37,52,16,2
3,11,10,55,15,11,11,6,97,68,11,126,35,399,251,31,32,27,378,59,190,10,3,47,3,60,122,26,99,97,124,44,604,32,8,14,3,135,73,3,1
5,35,6,33,5,550,35,6,41,17186,35,608,4109,189,589,598,52,262,1124,587,196,84,16,170,5,182,195,40,610,119,6,6,3178,758,37,36,16,59,1822,24,3
15,52,9,48,9,820,52,36,90,9204,52,925,2235,221,934,734,78,299,844,716,420,89,54,317,26,285,494,111,920,139,40,6,2294,781,61,62,121,87,663,114,0
0,85,75,343,107,101,89,57,471,5262,85,1484,241,2648,1379,221,179,170,1839,241,3919,121,47,699,7,852,695,507,649,191,528,949,1172,93,85,126,38,608,1194,273,3
6,32,6,35,5,476,32,6,42,5856,32,531,1160,186,518,341,33,247,422,332,173,84,19,197,6,209,579,70,538,115,31,6,1462,50,34,33,217,60,525,44,1
2,9,2,7,2,14,9,6,7,244,9,30,29,7,6,35,27,23,5,47,115,8,3,71,2,103,124,51,33,91,41,0,29,29,6,10,113,20,59,14,2
5,41,16,51,12,813,41,6,46,29471,41,939,3558,259,785,1881,95,527,1782,1836,2360,86,34,231,5,246,316,89,909,124,27,51,2780,2664,45,46,234,87,1031,190,3
0,59,16,40,6,93,60,24,254,1251,59,272,251,161,179,193,83,260,148,211,573,49,72,337,1,311,571,149,169,158,42,0,233372,14,95,87,79,154,193,660,3
0,8,5,6,1,10,8,9,11,80,8,27,3,7,14,10,48,22,4,24,74,14,16,43,2,66,108,29,33,91,26,0,24,0,5,8,48,22,209,36,3
7,53,41,239,43,111,53,32,425,1216,53,520,95,1534,1338,87,62,228,1286,85,822,37,19,282,7,254,532,141,453,139,488,30,427,47,56,78,104,476,167,51,0
3,10,2,5,3,10,10,6,12,87,10,25,18,6,16,25,26,24,6,36,69,10,7,46,3,57,87,27,32,92,20,0,598,1,7,12,15,33,52,10,2
8,33,48,88,19,85,34,251,106,1378,33,254,191,469,331,198,112,91,361,188,550,127,20,398,10,453,1616,229,259,160,193,144,500,140,55,47,275,190,379,136,4
6,36,16,107,19,1281,36,6,135,119471,36,1473,28732,589,1566,18638,61,261,542,18640,314,86,16,184,6,234,291,108,1439,123,165,57,3763,96,38,40,130,178,665,42,1
14,58,124,245,70,77,58,232,553,3196,58,645,342,1572,1199,376,182,112,1601,347,1528,26,82,485,15,447,1243,328,613,190,414,620,645,235,70,93,195,535,671,160,4
2,13,3,9,2,15,13,6,5,446,13,35,98,10,11,85,36,27,6,99,199,8,3,89,2,89,188,33,37,93,16,0,48,72,10,17,36,23,99,152,2
3,14,2,25,9,18,14,6,27,203,14,159,46,133,74,42,38,30,237,71,177,10,3,87,3,111,161,46,62,96,56,51,615,110,11,17,71,56,80,10,1
6,38,17,41,5,638,38,144,39,124300,38,743,21813,91,741,17841,52,274,1252,17832,388,40,20,300,6,275,387,116,721,140,17,1,4635,791,40,42,215,72,2067,135,2
5,35,24,47,23,729,35,6,44,39021,35,890,6515,358,817,1330,32,484,2069,1309,248,108,25,280,5,307,295,147,840,164,7,131,4636,1004,37,36,212,72,2516,26,3
