getInstallerPackageName,_newselect,mprotect,getPackageInfo,CREATE_FOLDER_____,mkdir,pread64,munmap,statfs64,getActivityInfo,FS_ACCESS(READ)____,getApplicationInfo,rename,access,gettid,queryIntentServices,NETWORK_ACCESS____,stat64,open,lstat64,Class
0,0,135,1,2,2,11,61,0,0,15,0,0,33,40,0,1,50,37,3,1
0,0,55,1,3,3,24,28,0,0,8,0,3,12,23,0,0,25,28,7,2
0,0,216,1,3,3,31,12,1,0,62,0,0,27,28,0,0,53,112,3,1
0,0,53,1,3,3,24,28,0,0,8,0,3,12,23,0,0,25,28,7,2
0,0,231,2,0,2,2,48,3,0,20,2,2,66,48,0,7,75,47,38,3
1,21,734,10,5,5,1124,471,1,8,27,2,35,796,43,0,1,1007,1005,40,4
0,0,168,1,3,3,5,18,0,0,16,0,0,8,33,0,0,76,40,4,1
1,4,814,8,4,5,66,100,2,3,23,6,0,33,40,1,1,41,58,14,4
0,0,181,1,2,2,64,136,0,0,14,0,0,5,64,0,0,65,33,3,1
0,0,262,1,2,2,18,22,0,0,14,0,0,5,26,0,0,17,42,3,2
0,160,2873,14,29,49,149,504,10,1,559,21,29,385,339,0,34,316,1114,338,3
1,9,580,10,0,0,3,34,1,0,44,10,7,49,52,0,1,41,103,14,4
0,0,133,3,0,0,11,18,0,1,12,1,0,21,177,0,8,24,32,10,0
0,0,59,1,0,1,90,53,1,0,10,1,0,94,21,0,0,106,115,15,3
0,0,86,2,3,3,26,39,0,0,10,0,3,17,26,0,0,37,33,8,2
0,0,28,1,2,2,1,2,0,0,8,0,0,3,21,0,0,11,23,3,1
0,0,405,3,5,5,22,140,0,1,782,1,1,22,300,0,11,49,875,13,2
0,0,881,3,5,5,19,118,0,1,735,1,1,22,282,0,10,38,818,13,2
0,0,61,1,3,3,24,28,0,0,9,0,2,10,23,0,0,27,29,6,2
0,0,95,1,3,3,20,28,0,0,10,0,2,10,25,0,0,27,31,6,2
0,6,916,17,14,18,296,459,2,29,1923,9,2,258,888,1,12,279,2202,30,4
0,0,439,1,2,2,154,188,0,0,26,0,0,5,29,0,0,37,58,3,1
0,0,722,11,0,12,508,1622,15,0,112,16,2,556,437,0,14,708,555,69,3
0,0,48,1,0,1,56,36,1,0,10,1,0,60,21,0,0,72,81,15,3
0,0,127,1,4,4,15,8,1,0,11,0,0,18,27,0,0,40,43,4,2
0,0,698,1,0,1,135,60,2,0,64,0,0,145,49,0,0,195,250,35,3
0,0,311,5,5,5,26,95,0,1,23,8,5,50,214,0,8,48,64,22,0
0,0,35,1,2,2,1,2,0,0,8,0,0,3,21,0,0,11,23,3,3
0,0,402,3,5,5,19,129,0,1,768,1,1,22,285,0,11,46,858,13,2
0,0,57,1,0,1,82,49,1,0,10,1,0,86,21,0,0,98,107,15,3
0,0,246,1,2,2,43,61,0,0,15,0,0,5,27,0,0,31,44,3,2
0,0,55,1,3,3,24,28,0,0,8,0,3,12,23,0,0,25,28,7,2
0,0,119,1,3,3,22,32,0,0,15,0,0,8,23,0,0,23,45,4,1
0,0,212,1,3,3,11,18,0,0,16,0,0,123,53,0,0,71,45,3,1
0,0,56,1,3,3,24,28,0,0,8,0,3,12,23,0,0,25,28,7,2
0,0,56,1,3,3,24,28,0,0,8,0,3,12,24,0,0,25,29,7,2
0,28,470,5,3,5,51,175,0,1,775,6,6,178,303,0,11,113,897,125,0
0,0,56,1,3,3,24,28,0,0,8,0,3,12,23,0,0,25,28,7,2
0,0,2295,23,3,13,475,327,16,1,7873,22,24,734,337,0,25,600,8828,20058,3
0,0,525,3,2,50,74,146,50,0,23,0,0,174,124,0,0,52,392,11,4
0,0,56,1,0,0,1,2,0,0,9,0,0,3,21,0,0,11,24,3,1
0,0,380,6,6,6,45,148,0,0,18,13,7,101,223,0,8,112,82,32,0
0,0,146,1,2,2,25,36,0,0,15,0,0,7,30,0,0,18,44,3,1
0,0,170,1,3,3,5,18,0,0,16,0,0,8,33,0,0,74,40,4,1
0,0,390,4,4,8,47,138,4,0,48,4,2,44,67,0,0,60,134,13,0
0,0,90,2,3,3,28,41,0,0,10,0,2,15,26,0,0,35,32,7,2
0,0,56,1,3,3,24,28,0,0,8,0,2,10,23,0,0,23,27,6,2
0,0,117,1,2,2,41,51,0,0,14,0,0,7,23,0,0,20,33,3,2
0,0,55,1,3,3,24,28,0,0,8,0,3,12,23,0,0,25,28,7,2
0,0,153,1,2,2,15,25,0,0,15,0,0,5,27,0,0,21,37,3,2
0,0,397,8,13,16,85,234,1,13,19,14,5,226,266,0,8,117,114,120,0
0,0,51,1,3,3,24,28,0,0,8,0,1,8,23,0,0,21,26,5,2
0,0,211,1,0,0,36,49,0,2,14,0,0,9,24,0,0,21,33,3,4
0,0,218,1,3,3,6,25,0,0,10,0,13,13932,58,0,0,59,42,17,1
0,0,115,2,2,2,48,55,0,0,14,0,0,5,22,0,0,15,41,5,3
0,0,264,1,2,2,18,22,0,0,14,0,0,5,26,0,0,17,42,3,2
0,0,124,1,2,2,41,51,0,0,14,0,0,7,23,0,0,20,33,3,2
0,0,295,3,5,5,7,151,0,1,748,1,2,44,494,0,10,72,859,25,3
0,0,980,12,13,18,97,229,3,0,119,11,8,138,84,0,0,147,318,75,0
0,3,249,2,3,3,44,60,0,2,20,0,0,10,29,0,1,22,43,4,4
0,0,325,1,2,2,159,211,0,0,26,0,0,5,29,0,0,45,66,3,1
0,0,154,1,2,2,15,25,0,0,15,0,0,5,27,0,0,21,37,3,2
0,0,499,3,6,6,243,230,1,1,16,1,4,95,50,0,0,136,107,8,1
0,0,241,1,3,3,29,39,0,0,15,0,0,73,55,0,0,79,44,3,1
0,0,53,1,3,3,24,28,0,0,8,0,3,12,23,0,0,25,28,7,2
0,3413,388,2,0,2,461,344,5,0,38,4,12,550,128,0,8,639,371,122,3
0,0,407,1,2,2,154,188,0,0,16,0,0,5,29,0,1,37,46,3,1
0,0,299,4,7,7,24,62,0,1,472,3,1,27,240,0,10,41,533,16,0
0,0,270,3,6,6,15,58,0,1,493,1,2,46,249,0,11,70,558,13,2
0,0,486,15,14,14,488,289,3,1,923,15,8,412,398,0,11,514,1321,35,3
0,0,238,1,3,3,365,68,1,0,17,0,0,267,38,0,0,355,229,3,1
0,0,271,3,6,6,15,58,0,1,575,1,2,46,256,0,11,70,642,13,2
0,0,50,1,3,3,24,28,0,0,8,0,1,8,23,0,0,21,26,5,2
2,41,915,18,0,11,232,376,4,6,84,14,31,250,111,2,3,134,256,63,4
1,0,14970,5,4,4,61,92,0,0,42,2,16,45,334,0,0,48,119,22,4
0,0,354,4,4,5,33,51,0,1,19,1,0,24,190,0,9,30,58,13,3
1,5,808,17,5,5,503,275,1,2,26,40,30,421,53,15,1,495,535,36,4
0,0,247,1,2,2,43,63,0,0,15,0,0,5,31,0,0,31,44,3,2
0,0,121,1,2,2,49,65,0,0,14,0,0,7,27,0,0,24,41,3,2
0,0,246,1,2,2,43,63,0,0,15,0,0,5,31,0,0,31,44,3,2
0,160,2933,14,29,49,149,503,10,1,565,20,29,385,344,0,33,316,1120,338,3
0,0,292,24,3,3,65,127,20,1,19,1,9,65,46,0,0,107,73,58,0
0,0,379,5,1,2,19,91,5,0,36,4,2,138,221,0,15,128,95,52,3
0,0,647,4,7,10,66,85,0,2,14,3,1,21,25,0,0,28,50,8,4
0,0,429,5,5,5,55,135,0,2,525,8,1,47,257,0,12,44,590,15,0
0,0,57,1,3,3,24,28,0,0,8,0,3,12,23,0,0,25,28,7,2
1,10,811,22,10,11,144,252,2,2,151,19,6,184,468,2,13,247,396,39,4
0,0,257,1,3,3,6,25,0,0,10,0,13,14964,56,0,0,59,42,17,1
0,0,961,8,3,3,130,197,3,1,871,8,9,131,290,0,10,156,986,26,1
2,3,468,13,6,6,258,135,1,3,23,15,19,240,41,3,1,305,325,25,4
0,0,51,1,3,3,24,28,0,0,8,0,1,8,23,0,0,21,26,5,2
2,0,170,4,6,8,26,48,0,0,9,3,1,31,34,0,0,31,30,6,1
0,0,57,1,3,3,24,28,0,0,8,0,3,12,23,0,0,25,28,7,2
0,0,404,5,6,6,86,192,0,1,74,1,5,52,281,0,10,75,139,20,0
0,3,3811,41,14,24,173,575,8,6,10583,11,41,450,204,0,9,333,11958,21281,3
0,0,242,1,0,0,43,53,0,0,17,0,0,6,28,0,0,15,46,5,1
0,0,56,1,0,0,1,2,0,0,9,0,0,3,21,0,0,11,24,3,1
0,0,287,3,5,5,6,146,0,1,824,1,2,44,511,0,10,72,938,25,3
0,0,255,1,2,2,43,61,0,0,15,0,0,5,31,0,0,31,44,3,2
0,0,310,1,2,2,26,32,0,1,14,0,0,5,22,0,0,17,40,3,3
0,0,1035,10,11,15,316,474,3,2,120,6,11,171,254,0,8,225,769,82,0
0,0,330,4,3,4,24,42,0,1,19,1,0,22,194,0,9,30,58,10,3
0,0,372,3,4,4,34,166,0,1,749,1,21,68,288,0,11,79,833,32,2
3,35,1154,23,20,25,188,272,5,1,84,14,47,189,297,0,12,213,291,70,4
0,0,95,1,3,3,20,28,0,0,10,0,2,10,25,0,0,27,31,6,2
0,0,54,1,3,3,24,28,0,0,8,0,3,12,23,0,0,25,28,7,2
0,0,56,1,3,3,24,28,0,0,8,0,3,12,23,0,0,25,28,7,2
0,0,57,1,3,3,24,28,0,0,8,0,3,12,23,0,0,25,28,7,2
0,0,355,26,8,8,98,225,21,4,540,2,10,84,253,0,10,107,628,66,0
0,0,66,1,3,3,38,42,0,0,8,0,0,6,23,0,0,20,25,4,2
0,3,487,6,6,7,45,153,1,0,121,2,2,57,419,0,10,110,244,28,4
0,10,324,4,3,3,17,37,0,1,24,2,2,21,35,0,2,50,52,7,4
2,12,620,19,0,0,133,159,4,5,57,17,20,119,61,2,2,112,172,27,4
0,0,283,4,0,0,53,61,1,0,20,7,2,93,193,0,10,91,97,26,3
0,0,1237,24,14,21,7,189,3,0,190,5,43,217,226,0,8,168,471,131,3
0,0,55,1,3,3,24,28,0,0,8,0,3,12,23,0,0,25,28,7,2
0,0,206,3,3,3,25,42,0,1,23,1,0,20,182,0,8,25,51,10,1
0,0,239,1,2,2,29,39,0,0,14,0,0,5,25,0,0,15,34,3,2
0,0,153,1,3,3,13,24,0,0,16,0,0,7,23,0,0,16,37,3,1
1,0,736,6,2,2,49,77,1,0,71,2,3,54,216,0,10,64,135,25,4
0,0,119,1,2,2,49,65,0,0,14,0,0,7,23,0,0,24,41,3,2
0,0,301,3,6,6,165,109,1,1,1352,1,2,135,268,0,10,178,1511,16,1
0,0,53,1,3,3,24,28,0,0,8,0,1,8,23,0,0,21,26,5,2
0,0,53,1,3,3,24,28,0,0,8,0,3,12,23,0,0,25,28,7,2
0,0,174,1,3,3,95,102,0,0,25,0,0,44,24,0,0,16,70,4,3
0,0,199,3,4,4,5,45,0,0,15,0,2,61,44,0,0,60,49,9,3
0,0,95,0,2,2,47,50,0,0,2,5,0,1,19,0,1,20,50,0,2
0,0,382,3,4,4,36,125,0,1,650,1,0,23,266,0,11,28,712,11,2
0,3,285,4,4,4,16,33,0,3,22,1,0,28,182,0,8,37,56,10,2
0,0,387,3,6,6,18,125,0,1,810,1,5,35,289,0,12,62,896,18,2
0,0,385,3,6,6,17,119,0,1,831,1,7,39,279,0,11,72,919,20,2
0,0,403,1,2,2,154,188,0,0,16,0,0,5,29,0,0,37,46,3,1
0,0,120,1,2,2,49,65,0,0,14,0,0,7,23,0,0,24,41,3,2
0,0,169,2,3,3,35,63,0,0,16,0,6,25,32,0,0,59,55,11,2
0,0,154,1,3,3,16,27,0,0,16,0,0,10,24,0,0,20,38,4,2
0,160,2995,13,29,49,149,506,10,1,566,23,26,411,337,0,42,327,1120,335,3
0,0,165,3,4,4,23,67,0,0,19,2,2,38,46,0,0,43,49,13,0
0,0,311,4,2,4,230,102,2,0,38,5,6,484,217,0,29,327,227,93,3
0,0,38,2,4,5,2,8,0,0,8,0,0,5,28,0,0,21,27,5,1
0,0,432,3,5,5,19,132,0,1,712,1,1,22,290,0,11,48,800,13,2
0,0,51,1,3,3,24,28,0,0,8,0,1,8,23,0,0,21,26,5,2
0,0,120,1,2,2,49,65,0,0,14,0,0,7,23,0,0,24,41,3,2
0,0,2904,11,29,48,551,563,10,0,375,18,29,691,296,0,26,723,1147,146,3
0,0,824,6,9,14,14,119,5,0,240,0,3,128,57,0,1,173,376,56,3
1,0,1002,4,16,22,72,118,2,2,75,1,14,70,85,0,0,104,194,38,4
0,0,123,2,2,2,31,42,0,0,14,0,0,9,25,0,0,21,35,3,2
0,0,450,1,2,2,215,248,0,0,16,0,0,5,29,0,0,45,46,3,1
0,0,652,17,8,9,132,256,2,0,977,6,2,95,474,0,10,144,1157,31,4
0,0,264,1,2,2,18,22,0,0,14,0,0,5,26,0,0,17,42,3,2
0,0,196,1,8,16,13,20,0,0,15,0,0,18,26,0,0,19,40,5,3
3,27,1326,22,14,15,307,246,4,2,63,20,43,392,122,3,4,448,496,66,4
1,10,471,9,19,30,138,545,3,1,131,6,14,150,512,0,13,90,347,31,4
0,8,388,6,6,8,58,140,0,3,27,11,5,73,226,0,8,65,102,27,0
0,0,67,1,0,0,2,3,0,0,8,0,0,3,21,0,0,15,22,3,3
0,0,142,4,3,3,10,35,0,0,52,3,0,17,42,0,0,28,76,5,0
0,0,92,1,3,3,26,33,0,0,10,0,3,12,24,0,0,33,32,7,2
0,0,413,7,9,9,19,179,0,0,65,11,8,106,292,0,10,124,140,38,0
0,0,265,1,2,2,18,22,0,0,14,0,0,5,26,0,0,17,42,3,2
4,17,2366,26,4,6,295,167,5,1,75,29,6,323,322,5,14,337,340,46,4
0,9,329,2,5,21,122,73,1,0,22,1,9,128,36,0,0,166,131,49,4
0,0,92,1,3,3,26,33,0,0,10,0,3,12,24,0,0,33,32,7,2
5,12,535,39,7,7,12,416,4,2,865,2,19,105,899,0,15,149,1015,35,4
0,0,299,3,5,5,7,152,0,1,712,1,2,44,493,0,10,72,822,25,3
0,0,90,2,3,3,28,41,0,0,10,0,2,15,26,0,0,35,32,7,2
0,0,247,5,0,0,12,22,0,2,15,3,0,9,25,0,0,26,40,3,3
0,0,862,15,12,15,273,449,3,11,573,2,3,118,404,0,11,173,716,23,0
0,0,435,3,4,4,84,79,1,1,15,2,3,33,29,0,0,46,67,8,4
0,0,256,1,3,3,29,45,0,0,53,0,0,8,35,0,0,27,86,9,4
0,0,172,1,2,2,16,32,0,0,15,0,0,5,27,0,0,17,37,3,2
0,14,877,36,12,18,459,398,1,12,48,16,8,414,104,13,2,370,472,23,4
0,0,330,4,3,3,24,41,0,1,18,1,0,20,190,0,9,30,56,10,3
0,0,703,11,11,14,71,151,2,1,811,5,2,107,279,0,11,160,985,32,0
6,81,3215,324,22,48,512,631,11,4,267,57,111,783,384,21,28,676,933,138,4
0,3,309,2,2,2,35,58,0,1,22,4,0,13,31,0,1,32,44,3,4
0,0,282,4,4,4,43,86,0,2,28,3,2,34,187,0,8,36,74,14,0
0,0,56,1,0,0,1,2,0,0,9,0,0,3,21,0,0,11,24,3,1
0,32860,484,4,6,10,42,129,1,1,1041,2,3,50,275,0,18,88,1144,17,3
0,0,452,3,5,5,25,151,0,2,994,1,1,22,306,0,10,55,1090,13,2
0,0,144,1,2,2,11,61,0,0,15,0,0,33,40,0,0,50,37,3,1
18,36,295,25,6,6,231,163,1,1,38,2,8,160,194,0,8,219,218,19,4
4,28,1605,40,21,25,372,343,6,10,90,19,42,435,345,2,13,433,475,76,4
0,0,223,1,3,3,5,12,0,0,10,0,8,13896,54,0,0,54,37,12,1
0,0,33,1,2,2,2,4,0,0,8,0,0,3,22,0,0,15,24,3,1
0,0,351,6,4,4,27,101,0,1,634,1,8,58,258,0,10,71,701,21,0
0,0,93,0,2,2,44,47,0,0,2,5,0,1,15,0,1,20,50,0,1
0,0,57,1,3,3,24,28,0,0,8,0,3,12,23,0,0,25,28,7,2
0,0,554,5,8,9,114,129,2,1,73,2,7,141,230,0,22,158,226,29,3
0,0,244,4,3,3,227,71,1,0,20,3,5,437,205,0,21,309,187,69,3
0,0,194,1,2,2,5,16,0,0,16,0,0,5,26,0,0,21,38,3,1
0,0,656,4,6,12,56,114,7,1,103,2,9,91,209,0,8,112,287,39,3
0,0,93,1,3,3,26,33,0,0,10,0,3,12,24,0,0,33,32,7,2
0,0,284,3,5,5,17,65,0,2,654,1,2,44,457,0,11,71,738,22,3
4,129,960,57,17,18,832,465,16,0,150,34,64,914,188,0,11,935,789,80,4
1,18,664,6,4,4,150,279,0,10,1063,1,2,36,275,0,10,135,1132,15,4
0,81,561,8,7,10,40,197,3,1,1326,12,10,155,348,0,14,140,1500,59,0
0,0,83,1,2,2,21,21,0,0,10,0,0,3,21,0,0,19,27,3,1
0,0,147,3,0,0,19,44,0,0,14,4,5,40,43,0,0,38,35,10,0
0,0,120,1,2,2,49,65,0,0,14,0,0,7,23,0,0,24,41,3,2
0,0,52,1,3,3,18,22,0,0,9,0,2,10,23,0,0,27,29,6,2
0,0,172,1,10,19,9,17,0,0,15,0,0,21,36,0,0,23,50,5,3
0,0,574,5,5,6,39,208,1,0,68,5,25,97,217,0,10,191,188,49,3
0,0,125,1,3,3,125,22,1,0,11,0,0,97,27,0,12,135,99,3,1
0,0,553,4,6,7,56,71,2,1,68,2,0,69,197,0,8,96,187,24,3
0,0,56,1,3,3,24,28,0,0,8,0,3,12,23,0,0,25,28,7,2
0,0,148,1,2,2,11,61,0,0,15,0,0,33,40,0,0,50,37,3,1
0,0,170,1,2,2,15,25,0,0,30,0,0,5,27,0,0,21,55,3,2
0,0,124,1,3,3,33,61,0,0,14,0,0,16,33,0,0,33,44,4,2
0,0,548,13,10,12,138,264,0,1,966,5,7,114,311,0,11,112,1070,50,0
0,0,56,1,3,3,24,28,0,0,8,0,3,12,23,0,0,25,28,7,2
0,0,2899,10,29,48,538,563,10,0,375,18,29,681,296,0,26,711,1140,146,3
0,0,406,3,5,5,19,128,0,1,746,1,1,22,284,0,11,48,839,13,2
0,0,773,5969,13,15,190,324,1,2,1239,5,7,165,463,0,13,186,1502,97,0
0,0,59,1,3,3,24,28,0,0,8,0,3,12,23,0,0,25,28,7,2
0,0,614,1,7,9,35,147,2,0,119,0,1,25,48,0,0,74,251,27,2
3,30,2351,33,10,12,206,238,4,1,145,14,48,329,109,0,7,373,498,79,4
0,0,38,2,4,5,2,8,0,0,8,0,0,5,28,0,0,21,27,5,1
0,0,281,1,3,3,29,39,0,0,15,0,0,73,55,0,0,79,44,3,1
0,0,100,2,3,3,20,36,0,0,10,0,3,17,26,0,0,37,33,8,2
0,197,17277,61,30,56,309,358,4,0,125,22,38,402,252,0,50,509,572,556,4
0,0,156,1,3,3,16,27,0,0,16,0,0,10,24,0,0,20,38,4,2
1,15,260,5,0,4,62,60,1,0,24,0,0,62,44,0,1,61,76,5,4
0,0,280,3,6,6,15,58,0,1,661,1,2,46,260,0,11,70,730,13,2
0,0,145,1,2,2,11,61,0,0,15,0,0,33,40,0,0,50,37,3,1
0,0,112,1,0,0,4,27,3,0,12,0,0,25,27,0,2,25,30,21,3
0,4,515,6,6,23,183,248,3,0,31,1,0,119,44,0,2,161,119,19,4
0,0,209,1,2,2,42,55,0,0,16,0,0,5,30,0,4,28,38,3,1
0,0,54,1,3,3,19,23,0,0,9,0,1,8,23,0,0,27,28,5,2
0,0,81,0,2,2,45,48,0,0,2,5,0,1,11,0,1,20,50,0,2
0,0,152,1,0,0,46,23,1,0,32,5,0,41,38,0,5,57,92,8,1
0,0,300,3,5,5,7,147,0,1,729,1,2,44,485,0,10,72,840,25,3
0,0,418,5,1,2,72,105,5,0,37,4,2,182,231,0,19,194,133,54,3
0,0,288,3,5,5,7,147,0,1,804,1,2,44,499,0,10,72,916,25,3
0,0,229,2,4,6,40,19,1,0,10,4,0,72,40,0,9,54,66,9,3
0,0,178,1,2,2,16,31,0,0,15,0,0,5,31,0,0,17,37,3,2
0,0,56,1,3,3,24,28,0,0,8,0,2,10,23,0,0,23,27,6,2
0,0,162,1,2,2,15,25,0,0,15,0,0,5,27,0,0,21,37,3,2
3,16,636,17,14,19,240,149,5,0,48,20,21,163,74,1,2,228,275,28,4
0,0,663,15,10,20,1,72,88,0,106,50,1,309,45,0,5,74,245,183,3
1,47,493,14,4,4,189,142,1,0,21,1,0,140,49,0,1,143,154,3,4
0,0,295,3,3,3,9,13,0,1,13,1,0,18,177,0,8,19,38,10,2
0,0,16,0,0,1,0,5,0,0,223,0,0,3,5,0,0,0,240,0,3
0,184,2218,26,16,41,437,483,24,4,524,12,52,579,434,0,18,589,1331,121,3
0,0,90,2,3,3,28,41,0,0,10,0,2,15,26,0,0,35,32,7,2
1,0,293,12,5,5,17,31,0,1,9,7,5,25,35,2,0,24,36,9,4
0,0,1010,7,7,8,56,126,1,0,71,2,10,52,47,0,0,85,174,25,3
0,0,320,4,1,3,230,102,2,0,30,4,5,476,217,0,22,328,212,90,3
1,25,1055,26,14,30,129,623,3,4,67,11,18,254,98,0,6,195,228,56,4
0,0,269,1,2,2,18,22,0,0,14,0,0,5,26,0,0,17,42,3,2
0,0,171,1,2,2,16,31,0,0,15,0,0,5,27,0,0,17,37,3,2
0,0,108,2,0,2,26,29,0,0,10,0,0,11,22,0,0,22,33,16,3
0,0,55,1,3,3,24,28,0,0,8,0,3,12,23,0,0,25,28,7,2
0,0,21,1,0,0,1,2,0,0,8,0,0,3,21,0,0,11,22,3,1
1,8,570,22,8,9,93,259,2,3,1003,5,2,132,513,0,12,186,1235,28,4
0,0,1612,26,8,11,221,272,3,0,71,6,7,148,72,0,3,199,279,19,3
0,10,164,3,3,3,224,117,1,0,13,0,0,214,29,0,0,256,241,3,1
0,160,4193,19,32,68,359,711,32,0,776,24,36,873,427,0,60,652,1735,412,3
0,0,664,4,6,12,56,114,7,1,103,2,9,91,209,0,8,112,287,39,3
0,0,675,386,5,5,203,328,1,2,19,362,60,230,77,0,14,290,141,74,0
0,0,388,3,6,6,17,114,0,1,742,1,7,39,274,0,11,72,828,20,2
6,7,1565,86,21,32,1042,401,18,0,215,25,53,1083,236,0,3,1122,1187,177,1
0,0,185,1,4,4,298,57,1,0,17,0,0,222,29,0,0,295,199,4,2
0,0,442,12,12,14,63,198,1,1,639,12,11,130,360,0,11,135,794,64,3
0,0,437,1,2,2,139,180,0,0,26,0,0,5,33,0,0,49,60,3,1
2,0,583,28,8,9,111,168,1,0,18,6,23,131,68,1,0,135,129,50,4
0,0,133,1,2,2,1,5,0,0,10,0,0,13,28,0,0,26,27,19,1
0,0,468,9,16,22,78,245,1,2,828,40,2,117,846,0,11,144,997,79,4
0,0,56,1,0,0,1,2,0,0,9,0,0,3,21,0,0,11,24,3,1
0,0,353,1,2,2,160,180,0,0,14,0,0,5,26,0,0,35,41,3,1
0,0,342,1,2,2,159,211,0,0,26,0,0,5,29,0,0,45,66,3,1
0,0,156,1,2,2,15,27,0,0,15,0,0,5,27,0,0,21,37,3,2
0,0,123,1,3,3,125,27,1,0,11,0,0,97,27,0,0,135,99,3,1
0,0,212,1,3,3,6,25,0,0,10,0,13,14022,58,0,0,59,42,17,1
0,0,121,1,3,3,22,32,0,0,15,0,0,8,23,0,0,23,45,4,1
0,0,56,1,0,0,1,2,0,0,9,0,0,3,21,0,0,11,24,3,1
0,0,82,0,2,2,45,48,0,0,2,5,0,1,15,0,1,20,50,0,2
1,0,247,4,4,4,25,47,0,0,20,5,0,10,32,0,0,19,45,6,4
0,0,333,5,2,3,59,58,2,0,37,4,0,135,203,0,16,134,127,54,3
2,59,879,22,13,18,269,310,5,1,86,9,43,325,121,0,7,321,325,64,4
0,0,199,7,3,3,31,45,0,0,45,0,0,10,34,0,0,22,74,4,2
0,0,16,0,0,1,0,5,0,0,731,0,0,10,12,0,0,0,753,0,3
0,0,99,1,3,3,23,34,0,0,14,1,0,8,23,0,0,18,35,4,2
0,0,155,1,3,3,16,27,0,0,16,0,0,10,24,0,0,20,38,4,2
0,0,540,3,5,5,19,137,0,1,825,1,1,22,294,0,10,48,913,13,2
0,0,177,1,2,2,16,31,0,0,15,0,0,5,27,0,0,17,37,3,2
0,0,55,1,3,3,24,28,0,0,8,0,3,12,23,0,0,25,28,7,2
0,0,323,8,7,9,54,116,0,0,30,11,5,63,57,0,0,74,79,25,0
0,6202,3734,2,52,67,456,1695,0,2,87,2,1,757,30,0,0,221,1166,210,4
0,0,317,4,3,4,24,42,0,1,19,1,0,22,182,0,9,30,58,10,3
0,0,151,1,3,3,56,46,1,0,18,0,0,27,30,0,0,56,62,3,1
0,0,166,1,3,3,27,55,0,0,16,0,0,10,29,3,0,45,44,4,1
0,0,322,3,6,6,66,126,0,2,655,1,2,44,287,0,10,81,730,17,2
0,0,107,2,3,3,22,35,0,0,10,0,2,15,26,0,0,35,32,7,2
0,7,501,3,8,13,115,205,1,1,184,1,2,297,249,0,13,89,238,15,4
0,0,216,1,3,3,5,12,0,0,10,0,8,14164,54,0,0,54,37,12,1
0,0,108,1,4,4,15,8,1,0,11,0,0,18,27,0,0,40,43,4,2
0,0,108,1,2,2,28,48,0,0,14,0,0,7,27,0,0,22,41,3,1
0,0,261,1,3,4,2,45,1,0,58,0,0,14,39,0,11,41,125,14,1
2,14,1019,17,6,6,456,473,1,8,60,17,24,361,226,0,10,451,411,39,4
0,0,124,1,2,2,41,51,0,0,14,0,0,7,23,0,0,20,33,3,2
0,0,160,1,3,3,25,61,0,0,14,0,1,18,26,0,0,29,37,8,3
0,0,2855,20,3,8,265,138,4,2,4482,11,10,381,291,0,18,343,4967,10808,3
0,13,765,17,16,34,18,152,0,2,1135,14,13,154,348,1,16,228,1266,51,1
0,3,550,29,14,20,69,216,0,1,38,9,23,185,88,0,3,101,120,50,3
0,0,90,1,3,3,26,33,0,0,10,0,3,12,24,0,0,39,32,7,2
0,0,194,1,3,3,6,25,0,0,10,0,13,14443,56,0,0,59,42,17,1
0,0,356,3,9,9,19,274,0,2,942,1,2,53,1178,0,10,85,1160,145,3
0,0,322,1,4,4,92,131,0,6,23,0,2,23,34,0,0,46,66,6,4
0,0,385,1,3,3,6,72,0,0,21,0,4,16,32,0,0,37,50,8,1
0,0,91,2,3,3,28,41,0,0,10,0,2,15,30,0,0,35,32,7,2
1,21,2960,32,8,22,342,657,21,4,4521,40,38,1124,149,0,4,706,4818,63,4
0,0,228,1,3,3,5,12,0,0,10,0,8,14346,54,0,0,54,37,12,1
0,0,234,3,4,4,35,82,0,0,15,1,2,40,49,0,0,62,55,12,0
0,0,2904,11,29,48,551,565,10,0,375,17,29,691,296,0,26,723,1147,146,3
0,0,277,1,2,2,37,64,0,0,16,0,0,5,42,0,0,34,50,15,1
0,0,46,1,0,1,56,36,1,0,10,1,0,60,21,0,0,72,81,15,3
0,0,113,2,3,3,2,29,0,0,9,0,1,14,61,0,0,35,28,7,1
0,0,263,1,2,2,37,41,0,0,14,0,0,5,26,0,1,17,41,3,2
0,0,576,3,5,5,19,118,0,1,752,1,1,22,287,0,10,40,835,13,2
0,0,404,1,4,4,126,202,1,2,72,1,1,98,43,0,2,282,128,7,1
0,0,52,1,3,3,24,28,0,0,8,0,1,8,23,0,0,21,26,5,2
1,19,897,24,9,27,314,346,3,11,57,4,12,238,82,1,3,280,275,30,4
0,0,144,1,2,2,11,61,0,0,15,0,0,33,44,0,0,50,37,3,1
5,86,4103,56,15,25,5137,1484,9,4,1812,20,92,4222,452,1,35,5148,7193,140,4
0,0,41,2,4,5,2,10,0,0,8,0,0,5,28,0,0,21,27,5,1
0,0,55,1,3,3,24,28,0,0,8,0,3,12,23,0,0,25,28,7,2
0,238,784,11,4,6,184,382,0,4,81,0,9,112,57,0,0,273,210,22,4
1,4,526,9,5,5,89,113,1,3,20,1,2,39,157,0,8,60,66,20,4
